PlcIndex,ClstRad1,ClstRad2,ClstRad3,ClstRad4,ClstRad5,ClstRad6,ClstRad7,ClstRad8,ClstRad9,ClstRad10,ClstRad11,ClstRad12,ClstRad13,ClstRad14,ClstRad15,ClstRad16,ClstRad17,ClstRad18,ClstRad19,ClstRad20
4094,NA,42,22,11,7,6,5,2,2,2,2,2,2,2,2,2,2,2,2,1
4095,NA,41,22,11,7,6,5,2,2,2,2,2,2,2,2,2,2,2,2,1
4110,NA,43,23,12,8,7,5,2,2,2,2,2,2,2,2,2,2,2,2,1
4113,NA,NA,NA,11,7,6,5,2,2,2,2,2,2,2,2,2,2,2,2,1
4114,NA,43,23,12,8,7,5,2,2,2,2,2,2,2,2,2,2,2,2,1
4119,55,44,24,13,7,6,5,2,2,2,2,2,2,2,2,2,2,2,2,1
4127,55,44,24,13,7,6,5,2,2,2,2,2,2,2,2,2,2,2,2,1
4128,55,44,24,13,7,6,5,2,2,2,2,2,2,2,2,2,2,2,2,1
4132,55,44,24,13,7,6,5,2,2,2,2,2,2,2,2,2,2,2,2,1
4133,55,44,24,13,7,6,5,2,2,2,2,2,2,2,2,2,2,2,2,1
4151,NA,NA,25,14,9,8,6,3,3,3,3,3,3,3,3,3,3,2,2,1
4152,NA,NA,25,14,9,8,6,3,3,3,3,3,3,3,3,3,3,2,2,1
4155,NA,NA,NA,14,9,8,6,3,3,3,3,3,3,3,3,3,3,2,2,1
4156,NA,NA,NA,14,9,8,6,3,3,3,3,3,3,3,3,3,3,2,2,1
