"PlcIndex","RankRad1","RankRad2","RankRad3","RankRad4","RankRad5","RankRad6","RankRad7","RankRad8","RankRad9","RankRad10","RankRad11","RankRad12","RankRad13","RankRad14","RankRad15","RankRad16","RankRad17","RankRad18","RankRad19","RankRad20"
4093,55,22,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4094,0,43,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4095,0,22,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4110,0,44,24,14,9,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4113,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4114,0,44,24,14,9,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4119,8,18,11,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4127,8,18,11,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4128,8,18,11,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4132,8,18,11,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4133,8,18,11,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4151,0,0,25,6,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,1
4152,0,0,25,6,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,1
4155,0,0,0,6,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,1
