"PlcIndex","RankRad1","RankRad2","RankRad3","RankRad4","RankRad5","RankRad6","RankRad7","RankRad8","RankRad9","RankRad10","RankRad11","RankRad12","RankRad13","RankRad14","RankRad15","RankRad16","RankRad17","RankRad18","RankRad19","RankRad20"
3044,0,36,30,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3045,63,20,16,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3051,0,0,0,13,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3057,0,0,0,0,7,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3063,0,35,29,14,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3070,0,36,30,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3074,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3089,0,21,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3096,15,10,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3102,0,10,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3103,0,10,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3113,9,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3119,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3143,0,0,0,0,7,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3155,0,0,0,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4004,15,10,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4019,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4072,64,21,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4073,64,21,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4074,15,10,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4077,15,10,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4078,0,22,17,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4083,0,0,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4087,0,22,17,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4090,0,22,17,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4092,0,37,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4095,0,37,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4110,0,38,31,15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4113,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4114,0,38,31,15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4119,16,14,10,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4123,0,0,10,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4127,16,14,10,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4128,16,14,10,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4133,16,14,10,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4144,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4151,0,0,32,10,5,5,4,4,3,3,3,3,3,3,3,3,3,3,2,1
4152,0,0,32,10,5,5,4,4,3,3,3,3,3,3,3,3,3,3,2,1
4155,0,0,0,10,5,5,4,4,3,3,3,3,3,3,3,3,3,3,2,1
