"PlcIndex","RankRad1","RankRad2","RankRad3","RankRad4","RankRad5","RankRad6","RankRad7","RankRad8","RankRad9","RankRad10","RankRad11","RankRad12","RankRad13","RankRad14","RankRad15","RankRad16","RankRad17","RankRad18","RankRad19","RankRad20"
1098,14,9,8,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1099,14,9,8,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1100,14,9,8,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1102,0,9,8,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1108,62,13,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1111,61,18,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1123,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1124,31,19,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1131,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1133,32,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1135,32,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1136,32,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1139,0,18,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1145,0,34,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1148,0,34,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1151,0,0,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1154,31,19,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1160,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1
1168,17,7,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1172,0,7,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,47,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,46,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,10,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2044,0,0,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2048,0,0,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2053,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2062,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2065,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2066,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2073,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2074,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2088,53,31,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2091,56,32,25,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2096,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2099,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2105,0,33,26,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2106,62,13,12,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
