PlcIndex,ClstRad1,ClstRad2,ClstRad3,ClstRad4,ClstRad5,ClstRad6,ClstRad7,ClstRad8,ClstRad9,ClstRad10,ClstRad11,ClstRad12,ClstRad13,ClstRad14,ClstRad15,ClstRad16,ClstRad17,ClstRad18,ClstRad19,ClstRad20
365,10,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
366,NA,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
368,NA,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369,NA,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,24,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
372,24,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
373,NA,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,24,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
382,NA,13,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392,NA,14,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
396,NA,14,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
416,NA,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
417,26,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
420,27,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
421,27,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
422,27,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
423,27,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424,27,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
425,28,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
426,28,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
427,28,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
429,27,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
430,27,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
431,27,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
436,29,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
438,29,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
439,26,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
440,26,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
442,26,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
