fid;LimesLimit_ID;HCLASS;element;Totals_1500m_Nb_num;Totals_1500m_Nb_mean;Totals_1500m_Nb_sd;Palaeogeography_ID;Palaeogeography_Area;Palaeogeography_simplified
"627";835;5;moderately high natural levee;"2";4;"2.8284271247461903";"4";612.23400000000;high natural levee
"628";837;1;moderately high natural levee;"5";4;"1.8708286933869707";"4";612.23400000000;high natural levee
"629";847;6;high natural levee;"6";2;"1.5491933384829668";"1";30.20850000000;high natural levee
"630";848;1;moderately high natural levee (uncertain);"3";3;"2.6457513110645907";"5";174.49300000000;high natural levee
"631";849;4;high natural levee;"6";2.16666666666667;"1.602081978759722";"1";30.20850000000;high natural levee
"632";855;4;moderately high natural levee;"4";4;"2.4494897427831779";"4";612.23400000000;high natural levee
"633";856;7;rivers and streams;"5";3.2;"1.3038404810405295";"0";118.33000000000;water
"634";857;1;low natural levee;"5";4.4;"1.5165750888103104";"7";628.67200000000;low natural levee
"635";859;1;moderately high natural levee;"2";2.5;"2.1213203435596424";"4";612.23400000000;high natural levee
"636";860;3;low floodplain (uncertain);"7";6;"1.1547005383792515";"13";330.41500000000;floodplain
"637";862;1;low natural levee;"3";3.33333333333333;"2.0816659994661326";"7";628.67200000000;low natural levee
"638";863;1;high natural levee;"5";2.4;"2.0736441353327719";"1";30.20850000000;high natural levee
"639";864;5;moderately high natural levee;"9";4.22222222222222;"1.5634719199411427";"4";612.23400000000;high natural levee
"640";865;4;moderately high natural levee;"7";4.14285714285714;"1.0690449676496978";"4";612.23400000000;high natural levee
"641";866;3;moderately high natural levee;"10";4.5;"1.7159383568311668";"4";612.23400000000;high natural levee
"642";867;5;moderately high natural levee;"10";4;"1.8856180831641267";"4";612.23400000000;high natural levee
"643";868;4;moderately high natural levee;"12";4.08333333333333;"1.8319554050414559";"4";612.23400000000;high natural levee
"644";869;6;moderately high natural levee;"15";3.6;"1.7647338933351153";"4";612.23400000000;high natural levee
"645";870;1;low natural levee;"14";4.64285714285714;"1.4468609447374665";"7";628.67200000000;low natural levee
"646";871;6;moderately high natural levee;"14";3.64285714285714;"1.7368026705655186";"4";612.23400000000;high natural levee
"647";872;3;high natural levee;"18";3.55555555555556;"1.7225911474978353";"1";30.20850000000;high natural levee
"648";873;3;moderately high natural levee;"14";3.28571428571429;"1.5898026693500449";"4";612.23400000000;high natural levee
"649";1011;3;moderately high natural levee;"3";3;"0";"4";612.23400000000;high natural levee
"650";1012;3;moderately high natural levee (uncertain);"3";2.66666666666667;"0.57735026918962629";"5";174.49300000000;high natural levee
"651";1013;2;low natural levee (uncertain);"3";2.33333333333333;"1.1547005383792517";"8";69.83340000000;low natural levee
"652";1014;1;low floodplain;"2";4.5;"3.5355339059327378";"12";958.21900000000;floodplain
"653";1015;4;moderately high natural levee;"3";4;"1";"4";612.23400000000;high natural levee
"654";1016;5;rivers and streams;"2";3.5;"0.70710678118654757";"0";118.33000000000;water
"655";1017;3;moderately high natural levee (uncertain);"2";4.5;"0.70710678118654757";"5";174.49300000000;high natural levee
"656";1018;2;rivers and streams;"2";4;"1.4142135623730951";"0";118.33000000000;water
"657";1019;3;low floodplain;;;;"12";958.21900000000;floodplain
"658";1020;7;rivers and streams;;;;"0";118.33000000000;water
"659";1021;3;moderately high natural levee (uncertain);"3";2.66666666666667;"0.57735026918962629";"5";174.49300000000;high natural levee
"660";1022;6;low floodplain;"4";4.75;"1.8929694486000912";"12";958.21900000000;floodplain
"661";1023;6;low natural levee;"5";5.2;"1.3038404810405309";"7";628.67200000000;low natural levee
"662";1025;5;moderately high natural levee;"5";5.2;"1.7888543819998326";"4";612.23400000000;high natural levee
"663";1026;1;high floodplain;;;;"11";257.74600000000;floodplain
"664";1027;6;low natural levee;"1";4;#DIV/0!;"7";628.67200000000;low natural levee
"665";1028;4;low floodplain (uncertain);"1";6;#DIV/0!;"13";330.41500000000;floodplain
"666";1029;6;moderately high natural levee;"3";4.66666666666667;"2.5166114784235836";"4";612.23400000000;high natural levee
"667";1031;3;low natural levee;"6";4.66666666666667;"1.366260102127947";"7";628.67200000000;low natural levee
"668";1032;3;moderately high natural levee;"5";4.6;"1.5165750888103104";"4";612.23400000000;high natural levee
"669";1033;5;moderately high natural levee;"8";4.125;"1.5526475085202969";"4";612.23400000000;high natural levee
"670";1034;6;low natural levee;"8";3.75;"1.6690459207925603";"7";628.67200000000;low natural levee
"671";1035;2;moderately high natural levee;"8";4.625;"2.0658792662827961";"4";612.23400000000;high natural levee
"672";1036;2;moderately high natural levee;"7";4.28571428571429;"2.5634797778466227";"4";612.23400000000;high natural levee
"673";1038;5;moderately high natural levee;"5";5.2;"0.44721359549996109";"4";612.23400000000;high natural levee
"674";1039;5;moderately high natural levee;"2";5;"0";"4";612.23400000000;high natural levee
"675";1040;6;low natural levee;"5";5.2;"1.4832396974191335";"7";628.67200000000;low natural levee
"676";1041;6;low natural levee;"4";5.75;"0.9574271077563381";"7";628.67200000000;low natural levee
"677";1042;5;moderately high natural levee;"6";3.5;"2.7386127875258306";"4";612.23400000000;high natural levee
"678";1043;7;moderately high natural levee;"6";3.16666666666667;"2.3166067138525408";"4";612.23400000000;high natural levee
"679";1044;1;moderately high natural levee;"5";4.6;"2.5099800796022267";"4";612.23400000000;high natural levee
"680";1046;5;coversands;"1";5;#DIV/0!;"28";1532.04000000000;Pleistocene sands
"681";1051;5;coversands;"5";3.4;"2.5099800796022267";"28";1532.04000000000;Pleistocene sands
"682";1052;6;fluvial terraces;"6";3.83333333333333;"2.5625508125043424";"32";351.08200000000;fluvial terraces
"683";1053;3;coversands;"4";6;"0.81649658092772603";"28";1532.04000000000;Pleistocene sands
"684";1054;1;fluvial terraces;"5";5;"2.3452078799117149";"32";351.08200000000;fluvial terraces
"685";1056;7;coversands;"3";5;"1.7320508075688772";"28";1532.04000000000;Pleistocene sands
"686";1058;6;coversands;"3";5.33333333333333;"2.0816659994661335";"28";1532.04000000000;Pleistocene sands
"687";1060;6;coversands;"2";6.5;"0.70710678118654757";"28";1532.04000000000;Pleistocene sands
"688";1064;1;fluvial terraces;"4";3.5;"1.2909944487358056";"32";351.08200000000;fluvial terraces
"689";1065;3;fluvial terraces;"1";1;#DIV/0!;"32";351.08200000000;fluvial terraces
"690";1069;3;moderately high natural levee;;;;"4";612.23400000000;high natural levee
"691";1070;3;moderately high natural levee;;;;"4";612.23400000000;high natural levee
"692";1071;3;high natural levee;;;;"1";30.20850000000;high natural levee
"693";1072;5;low natural levee;"2";2.5;"0.70710678118654757";"7";628.67200000000;low natural levee
"694";1073;3;high natural levee;"2";3.5;"2.1213203435596424";"1";30.20850000000;high natural levee
"695";1075;7;fluvial terraces;"6";5;"1.7888543819998317";"32";351.08200000000;fluvial terraces
"696";1076;7;high Pleistocene sands;"3";4;"2.6457513110645907";"25";583.69700000000;Pleistocene sands
"697";1079;5;high Pleistocene sands;"2";5;"1.4142135623730951";"25";583.69700000000;Pleistocene sands
"698";1080;3;low natural levee;"2";4.5;"0.70710678118654757";"7";628.67200000000;low natural levee
"699";1083;2;low natural levee;"3";5.33333333333333;"1.1547005383792526";"7";628.67200000000;low natural levee
"700";1087;2;low natural levee;"1";6;#DIV/0!;"7";628.67200000000;low natural levee
"701";1088;3;low natural levee;"2";3.5;"2.1213203435596424";"7";628.67200000000;low natural levee
"702";1094;4;fluvial terraces;"1";5;#DIV/0!;"32";351.08200000000;fluvial terraces
"703";1095;1;moderately high natural levee;"2";3;"1.4142135623730951";"4";612.23400000000;high natural levee
"704";1096;4;moderately high natural levee;"3";1.66666666666667;"0.57735026918962551";"4";612.23400000000;high natural levee
"705";1098;2;moderately high natural levee;"5";3.4;"2.3021728866442679";"4";612.23400000000;high natural levee
"706";1099;2;moderately high natural levee;"4";4;"2.1602468994692869";"4";612.23400000000;high natural levee
"707";1100;3;moderately high natural levee;"6";4;"2.3664319132398464";"4";612.23400000000;high natural levee
"708";1101;3;moderately high natural levee;"3";4.33333333333333;"2.3094010767585029";"4";612.23400000000;high natural levee
"709";1102;3;moderately high natural levee;"5";5.2;"2.0493901531919203";"4";612.23400000000;high natural levee
"710";1104;7;moderately high natural levee;"6";4.66666666666667;"1.8618986725025259";"4";612.23400000000;high natural levee
"711";1106;3;fluvial terraces;;;;"32";351.08200000000;fluvial terraces
"712";1108;3;high Pleistocene sands;"1";7;#DIV/0!;"25";583.69700000000;Pleistocene sands
"713";1111;6;fluvial terraces;"3";5;"2.6457513110645907";"32";351.08200000000;fluvial terraces
"714";1116;2;low natural levee;"4";4.75;"0.9574271077563381";"7";628.67200000000;low natural levee
"715";1120;3;moderately high natural levee;"1";1;#DIV/0!;"4";612.23400000000;high natural levee
"716";1121;5;moderately high natural levee;"3";4;"2.6457513110645907";"4";612.23400000000;high natural levee
"717";1122;2;moderately high natural levee;"4";4.5;"1.9148542155126762";"4";612.23400000000;high natural levee
"718";1123;7;moderately high natural levee;"4";3.25;"1.2583057392117916";"4";612.23400000000;high natural levee
"719";1124;7;coversands;"9";3.66666666666667;"2.179449471770337";"28";1532.04000000000;Pleistocene sands
"720";1125;3;moderately high natural levee;"3";3;"1";"4";612.23400000000;high natural levee
"721";1126;3;low natural levee;"6";3.5;"1.8708286933869707";"7";628.67200000000;low natural levee
"722";1127;3;moderately high natural levee;"4";4.25;"2.2173557826083452";"4";612.23400000000;high natural levee
"723";1128;5;low natural levee;"3";4.33333333333333;"1.5275252316519463";"7";628.67200000000;low natural levee
"724";1130;4;moderately high natural levee;"5";4.4;"1.1401754250991383";"4";612.23400000000;high natural levee
"725";1131;4;moderately high natural levee;"5";4;"1.2247448713915889";"4";612.23400000000;high natural levee
"726";1132;3;low natural levee;"6";4;"1.4142135623730951";"7";628.67200000000;low natural levee
"727";1133;5;moderately high natural levee;"5";3.6;"1.5165750888103104";"4";612.23400000000;high natural levee
"728";1135;2;low natural levee;"5";4;"1.4142135623730951";"7";628.67200000000;low natural levee
"729";1136;3;low natural levee;"6";3.33333333333333;"1.8618986725025253";"7";628.67200000000;low natural levee
"730";1138;3;coversands;"2";4.5;"3.5355339059327378";"28";1532.04000000000;Pleistocene sands
"731";1139;2;low natural levee;"5";4.2;"1.9235384061671343";"7";628.67200000000;low natural levee
"732";1143;6;fluvial terraces;"5";4.8;"1.9235384061671343";"32";351.08200000000;fluvial terraces
"733";1144;4;coversands;"5";4.4;"2.3021728866442679";"28";1532.04000000000;Pleistocene sands
"734";1145;2;fluvial terraces;"1";2;#DIV/0!;"32";351.08200000000;fluvial terraces
"735";1146;3;fluvial terraces;"1";7;#DIV/0!;"32";351.08200000000;fluvial terraces
"736";1148;7;fluvial terraces;"1";3;#DIV/0!;"32";351.08200000000;fluvial terraces
"737";1151;2;fluvial terraces;;;;"32";351.08200000000;fluvial terraces
"738";1152;6;fluvial terraces;"7";3.42857142857143;"2.2253945610567469";"32";351.08200000000;fluvial terraces
"739";1154;6;coversands;"8";4.375;"2.4458419526091331";"28";1532.04000000000;Pleistocene sands
"740";1156;2;coversands;"9";4.66666666666667;"2.2360679774997898";"28";1532.04000000000;Pleistocene sands
"741";1158;2;river dunes;"5";4.2;"2.16794833886788";"31";10.53170000000;high natural levee
"742";1159;3;river dunes;"6";4.33333333333333;"2.2509257354845507";"31";10.53170000000;high natural levee
"743";1160;6;moderately high natural levee (uncertain);;;;"5";174.49300000000;high natural levee
"744";1163;2;fluvial terraces;"6";5;"1.7888543819998317";"32";351.08200000000;fluvial terraces
"745";1164;5;fluvial terraces;"5";4.2;"2.2803508501982757";"32";351.08200000000;fluvial terraces
"746";1166;1;fluvial terraces;"5";5.4;"2.5099800796022262";"32";351.08200000000;fluvial terraces
"747";1168;7;fluvial terraces;"5";4;"2.8284271247461903";"32";351.08200000000;fluvial terraces
"748";1169;3;fluvial terraces;"3";3.66666666666667;"0.57735026918962473";"32";351.08200000000;fluvial terraces
"749";1170;4;fluvial terraces;"6";3.83333333333333;"0.75277265270908045";"32";351.08200000000;fluvial terraces
"750";1172;2;fluvial terraces;"2";1.5;"0.70710678118654757";"32";351.08200000000;fluvial terraces
"751";1173;6;fluvial terraces;"2";1;"0";"32";351.08200000000;fluvial terraces
"752";1178;2;moderately high natural levee (uncertain);"1";2;#DIV/0!;"5";174.49300000000;high natural levee
"753";1179;2;moderately high natural levee (uncertain);"1";2;#DIV/0!;"5";174.49300000000;high natural levee
"754";2003;1;low natural levee (uncertain);"7";6;"1.1547005383792515";"8";69.83340000000;low natural levee
"755";2004;5;low floodplain;"15";4.46666666666667;"1.7674302033770739";"12";958.21900000000;floodplain
"756";2006;5;high natural levee;"9";4;"0.8660254037844386";"1";30.20850000000;high natural levee
"757";2007;1;low floodplain;"1";1;#DIV/0!;"12";958.21900000000;floodplain
"758";2008;2;low natural levee;"4";4.75;"1.2583057392117916";"7";628.67200000000;low natural levee
"759";2009;5;moderately high natural levee;"7";4.14285714285714;"1.8644544714716089";"4";612.23400000000;high natural levee
"760";2012;6;moderately high natural levee (uncertain);"5";4.2;"0.83666002653407512";"5";174.49300000000;high natural levee
"761";2013;3;moderately high natural levee;;;;"4";612.23400000000;high natural levee
"762";2014;1;low floodplain;;;;"12";958.21900000000;floodplain
"763";2015;3;low natural levee;"1";3;#DIV/0!;"7";628.67200000000;low natural levee
"764";2016;3;moderately high natural levee;"1";3;#DIV/0!;"4";612.23400000000;high natural levee
"765";2019;1;high Pleistocene sands;;;;"25";583.69700000000;Pleistocene sands
"766";2020;2;coversands;"1";1;#DIV/0!;"28";1532.04000000000;Pleistocene sands
"767";2021;1;coversands;"1";2;#DIV/0!;"28";1532.04000000000;Pleistocene sands
"768";2022;3;high Pleistocene sands;;;;"25";583.69700000000;Pleistocene sands
"769";2023;2;high Pleistocene sands;;;;"25";583.69700000000;Pleistocene sands
"770";2024;3;coversands;;;;"28";1532.04000000000;Pleistocene sands
"771";2025;3;moderately high natural levee;"6";3.83333333333333;"1.7224014243685082";"4";612.23400000000;high natural levee
"772";2026;1;coversands;;;;"28";1532.04000000000;Pleistocene sands
"773";2027;2;moderately high natural levee;"1";6;#DIV/0!;"4";612.23400000000;high natural levee
"774";2028;3;low floodplain;"10";3.7;"1.8287822299126935";"12";958.21900000000;floodplain
"775";2029;3;moderately high natural levee;"13";3.92307692307692;"2.0191391920625676";"4";612.23400000000;high natural levee
"776";2030;3;moderately high natural levee;"11";3.90909090909091;"1.7580981459830651";"4";612.23400000000;high natural levee
"777";2031;1;low floodplain;"5";4.4;"1.1401754250991383";"12";958.21900000000;floodplain
"778";2033;1;moderately high natural levee;"1";1;#DIV/0!;"4";612.23400000000;high natural levee
"779";2034;1;high Pleistocene sands;"3";1;"0";"25";583.69700000000;Pleistocene sands
"780";2035;1;high Pleistocene sands;"4";1;"0";"25";583.69700000000;Pleistocene sands
"781";2036;1;high Pleistocene sands;"5";1;"0";"25";583.69700000000;Pleistocene sands
"782";2037;1;high Pleistocene sands;"6";1.33333333333333;"0.81649658092772603";"25";583.69700000000;Pleistocene sands
"783";2038;1;high Pleistocene sands;"6";1.16666666666667;"0.40824829046386318";"25";583.69700000000;Pleistocene sands
"784";2039;1;high Pleistocene sands;"6";1.33333333333333;"0.51639777949432231";"25";583.69700000000;Pleistocene sands
"785";2040;2;high Pleistocene sands;"4";1.25;"0.5";"25";583.69700000000;Pleistocene sands
"786";2041;1;high Pleistocene sands;"4";1.5;"0.57735026918962573";"25";583.69700000000;Pleistocene sands
"787";2042;2;high Pleistocene sands;"3";1.33333333333333;"0.57735026918962584";"25";583.69700000000;Pleistocene sands
"788";2043;3;high Pleistocene sands;"2";3.5;"2.1213203435596424";"25";583.69700000000;Pleistocene sands
"789";2044;5;high Pleistocene sands;"2";2.5;"0.70710678118654757";"25";583.69700000000;Pleistocene sands
"790";2045;2;high Pleistocene sands;"2";4;"1.4142135623730951";"25";583.69700000000;Pleistocene sands
"791";2046;1;high Pleistocene sands;"4";1.75;"0.5";"25";583.69700000000;Pleistocene sands
"792";2047;2;high Pleistocene sands;"5";1.6;"0.54772255750516596";"25";583.69700000000;Pleistocene sands
"793";2048;2;high Pleistocene sands;"5";1.6;"0.54772255750516596";"25";583.69700000000;Pleistocene sands
"794";2049;1;high Pleistocene sands;"5";1.8;"0.44721359549995815";"25";583.69700000000;Pleistocene sands
"795";2050;2;high Pleistocene sands;"4";1.5;"0.57735026918962573";"25";583.69700000000;Pleistocene sands
"796";2051;2;high Pleistocene sands;"3";1.66666666666667;"0.57735026918962551";"25";583.69700000000;Pleistocene sands
"797";2052;2;coversands;"1";3;#DIV/0!;"28";1532.04000000000;Pleistocene sands
"798";2053;3;high Pleistocene sands;"1";2;#DIV/0!;"25";583.69700000000;Pleistocene sands
"799";2054;1;moderately high natural levee (uncertain);"1";4;#DIV/0!;"5";174.49300000000;high natural levee
"800";2055;4;moderately high natural levee (uncertain);"1";1;#DIV/0!;"5";174.49300000000;high natural levee
"801";2057;3;low natural levee (uncertain);"4";2.75;"2.8722813232690143";"8";69.83340000000;low natural levee
"802";2058;2;high floodplain;"2";2;"1.4142135623730951";"11";257.74600000000;floodplain
"803";2062;3;low floodplain;"9";4.22222222222222;"1.7159383568311664";"12";958.21900000000;floodplain
"804";2063;4;low natural levee;"4";3.25;"1.2583057392117916";"7";628.67200000000;low natural levee
"805";2064;3;moderately high natural levee;"8";4.375;"1.5059406173077154";"4";612.23400000000;high natural levee
"806";2065;5;low natural levee;"7";4.14285714285714;"1.5735915849388864";"7";628.67200000000;low natural levee
"807";2066;4;moderately high natural levee;"5";5.2;"1.0954451150103335";"4";612.23400000000;high natural levee
"808";2067;4;moderately high natural levee;"2";4.5;"2.1213203435596424";"4";612.23400000000;high natural levee
"809";2068;1;low natural levee;"5";5;"1.4142135623730951";"7";628.67200000000;low natural levee
"810";2070;3;moderately high natural levee;"8";3.25;"1.3887301496588271";"4";612.23400000000;high natural levee
"811";2071;3;moderately high natural levee;"9";3.11111111111111;"1.3642254619787415";"4";612.23400000000;high natural levee
"812";2072;2;low floodplain;"2";3.5;"0.70710678118654757";"12";958.21900000000;floodplain
"813";2073;5;low natural levee;"5";2.4;"0.89442719099991574";"7";628.67200000000;low natural levee
"814";2074;3;moderately high natural levee;"2";3;"0";"4";612.23400000000;high natural levee
"815";2077;1;moderately high natural levee;"5";4;"1.4142135623730951";"4";612.23400000000;high natural levee
"816";2078;6;low floodplain;;;;"12";958.21900000000;floodplain
"817";2080;3;high Pleistocene sands;"2";2.5;"0.70710678118654757";"25";583.69700000000;Pleistocene sands
"818";2083;3;coversands;"2";2.5;"0.70710678118654757";"28";1532.04000000000;Pleistocene sands
"819";2084;2;high Pleistocene sands;"2";3;"0";"25";583.69700000000;Pleistocene sands
"820";2086;3;high Pleistocene sands;"1";2;#DIV/0!;"25";583.69700000000;Pleistocene sands
"821";2087;2;high Pleistocene sands;"1";3;#DIV/0!;"25";583.69700000000;Pleistocene sands
"822";2088;4;low natural levee;"2";4;"1.4142135623730951";"7";628.67200000000;low natural levee
"823";2089;3;moderately high natural levee;"4";4;"1.1547005383792515";"4";612.23400000000;high natural levee
"824";2091;5;low natural levee;"3";5.33333333333333;"1.1547005383792526";"7";628.67200000000;low natural levee
"825";2092;6;moderately high natural levee;"2";4;"2.8284271247461903";"4";612.23400000000;high natural levee
"826";2095;6;low natural levee;"2";3.5;"3.5355339059327378";"7";628.67200000000;low natural levee
"827";2096;1;river dunes;"2";6;"0";"31";10.53170000000;high natural levee
"828";2097;6;river dunes;"2";3.5;"3.5355339059327378";"31";10.53170000000;high natural levee
"829";2098;6;low natural levee;;;;"7";628.67200000000;low natural levee
"830";2099;3;low natural levee;"1";3;#DIV/0!;"7";628.67200000000;low natural levee
"831";2100;2;low natural levee;;;;"7";628.67200000000;low natural levee
"832";2102;3;low natural levee;;;;"7";628.67200000000;low natural levee
"833";2103;6;moderately high natural levee;"3";5.33333333333333;"2.0816659994661335";"4";612.23400000000;high natural levee
"834";2105;2;low natural levee;"2";4;"1.4142135623730951";"7";628.67200000000;low natural levee
"835";2106;7;coversands;"1";3;#DIV/0!;"28";1532.04000000000;Pleistocene sands
"836";2107;4;high Pleistocene sands;"2";5.5;"0.70710678118654757";"25";583.69700000000;Pleistocene sands
"837";2108;6;high Pleistocene sands;"2";4.5;"0.70710678118654757";"25";583.69700000000;Pleistocene sands
"838";2111;2;fluvial terraces;"1";2;#DIV/0!;"32";351.08200000000;fluvial terraces
"839";2112;5;moderately high natural levee;"1";3;#DIV/0!;"4";612.23400000000;high natural levee
"840";2113;1;coversands;"3";3.66666666666667;"1.5275252316519463";"28";1532.04000000000;Pleistocene sands
"841";2114;2;fluvial terraces;"2";2;"0";"32";351.08200000000;fluvial terraces
"842";2115;1;fluvial terraces;"5";4.6;"2.8809720581775866";"32";351.08200000000;fluvial terraces
"843";2116;4;fluvial terraces;"1";5;#DIV/0!;"32";351.08200000000;fluvial terraces
"844";2117;6;fluvial terraces;"4";5;"2.8284271247461903";"32";351.08200000000;fluvial terraces
"845";2118;1;fluvial terraces;;;;"32";351.08200000000;fluvial terraces
"846";2120;4;low natural levee;"1";3;#DIV/0!;"7";628.67200000000;low natural levee
"847";2121;3;fluvial terraces;"1";4;#DIV/0!;"32";351.08200000000;fluvial terraces
"848";2122;3;rivers and streams;"2";2.5;"0.70710678118654757";"0";118.33000000000;water
"849";2123;1;fluvial terraces;"5";5;"2.3452078799117149";"32";351.08200000000;fluvial terraces
"850";2124;6;coversands;"11";3.90909090909091;"2.1191765124474862";"28";1532.04000000000;Pleistocene sands
"851";2125;1;coversands;"7";4.57142857142857;"1.9880595947760102";"28";1532.04000000000;Pleistocene sands
"852";2126;1;moderately high natural levee;"4";4;"1.1547005383792515";"4";612.23400000000;high natural levee
"853";2129;3;river dunes;"2";3;"0";"31";10.53170000000;high natural levee
"854";2132;2;river dunes;"1";3;#DIV/0!;"31";10.53170000000;high natural levee
"855";2135;1;low natural levee;"6";5.16666666666667;"1.3291601358251264";"7";628.67200000000;low natural levee
"856";2142;6;high Pleistocene sands;;;;"25";583.69700000000;Pleistocene sands
"857";2144;5;low natural levee;"5";3.6;"1.8165902124584952";"7";628.67200000000;low natural levee
"858";2145;2;low natural levee;"8";4.375;"1.7677669529663689";"7";628.67200000000;low natural levee
"859";2146;6;moderately high natural levee;"8";4.375;"1.8468119248354136";"4";612.23400000000;high natural levee
"860";2147;2;moderately high natural levee;"4";5;"2.8284271247461903";"4";612.23400000000;high natural levee
"861";2155;3;coversands;"1";4;#DIV/0!;"28";1532.04000000000;Pleistocene sands
"862";2156;2;fluvial terraces;"2";1.5;"0.70710678118654757";"32";351.08200000000;fluvial terraces
"863";2157;1;fluvial terraces;"2";2;"0";"32";351.08200000000;fluvial terraces
"864";2160;1;low natural levee;"2";4.5;"0.70710678118654757";"7";628.67200000000;low natural levee
"865";2161;2;low natural levee;"5";3;"0.70710678118654757";"7";628.67200000000;low natural levee
"866";2162;3;moderately high natural levee;"3";2.33333333333333;"0.57735026918962629";"4";612.23400000000;high natural levee
"867";2163;2;low natural levee;"5";3.4;"2.0736441353327724";"7";628.67200000000;low natural levee
"868";2164;1;low natural levee;"6";3.5;"1.8708286933869707";"7";628.67200000000;low natural levee
"869";2165;2;low natural levee;"8";3.375;"1.9226098333849673";"7";628.67200000000;low natural levee
"870";2166;2;coversands;"2";3;"2.8284271247461903";"28";1532.04000000000;Pleistocene sands
"871";2167;5;coversands;"2";1.5;"0.70710678118654757";"28";1532.04000000000;Pleistocene sands
"872";2168;1;coversands;"2";3.5;"2.1213203435596424";"28";1532.04000000000;Pleistocene sands
"873";2169;2;coversands;"2";4;"1.4142135623730951";"28";1532.04000000000;Pleistocene sands
"874";2170;3;low natural levee;"8";3.5;"0.7559289460184544";"7";628.67200000000;low natural levee
"875";2171;1;moderately high natural levee;"2";3.5;"2.1213203435596424";"4";612.23400000000;high natural levee
"876";2173;5;low floodplain;"2";4;"2.8284271247461903";"12";958.21900000000;floodplain
"877";2174;2;moderately high natural levee (uncertain);;;;"5";174.49300000000;high natural levee
"878";2175;4;rivers and streams;;;;"0";118.33000000000;water
"879";2176;7;rivers and streams;"1";1;#DIV/0!;"0";118.33000000000;water
"880";2177;1;low natural levee (uncertain);;;;"8";69.83340000000;low natural levee
"881";2178;3;high floodplain;;;;"11";257.74600000000;floodplain
"882";2179;3;high floodplain;"2";3;"0";"11";257.74600000000;floodplain
"883";2180;3;high floodplain;"1";3;#DIV/0!;"11";257.74600000000;floodplain
"884";2181;5;low natural levee;"2";2.5;"0.70710678118654757";"7";628.67200000000;low natural levee
"885";2182;3;low natural levee;"2";4;"1.4142135623730951";"7";628.67200000000;low natural levee
"886";2183;1;moderately high natural levee;"3";2.66666666666667;"2.0816659994661331";"4";612.23400000000;high natural levee
"887";2184;1;low natural levee;"4";2.25;"1.8929694486000912";"7";628.67200000000;low natural levee
"888";2185;3;high floodplain;"3";3.33333333333333;"1.154700538379251";"11";257.74600000000;floodplain
"889";2186;1;low floodplain;"6";3.66666666666667;"2.4221202832779931";"12";958.21900000000;floodplain
"890";2187;1;low natural levee;"5";1.6;"0.89442719099991574";"7";628.67200000000;low natural levee
"891";2190;1;moderately high natural levee;"4";3.5;"1";"4";612.23400000000;high natural levee
"892";3002;1;eutrophic peatlands;"1";1;#DIV/0!;"14";811.00900000000;peatlands
"893";3003;1;dunes and beach ridges;"1";1;#DIV/0!;"20";192.17200000000;dunes and beaches
"894";3007;1;dunes and beach ridges;"1";2;#DIV/0!;"20";192.17200000000;dunes and beaches
"895";3009;1;dunes and beach ridges;;;;"20";192.17200000000;dunes and beaches
"896";3011;2;dunes and beach ridges;;;;"20";192.17200000000;dunes and beaches
"897";3016;4;dunes and beach ridges;"2";2;"1.4142135623730951";"20";192.17200000000;dunes and beaches
"898";3017;1;dunes and beach ridges;"3";4.33333333333333;"1.5275252316519463";"20";192.17200000000;dunes and beaches
"899";3018;6;moderately high natural levee;"2";2;"1.4142135623730951";"4";612.23400000000;high natural levee
"900";3019;2;low floodplain;"1";1;#DIV/0!;"12";958.21900000000;floodplain
"901";3021;3;dunes and beach ridges;"3";3.66666666666667;"2.5166114784235831";"20";192.17200000000;dunes and beaches
"902";3025;2;dunes and beach ridges;"2";3.5;"2.1213203435596424";"20";192.17200000000;dunes and beaches
"903";3029;2;high floodplain;"2";3.5;"2.1213203435596424";"11";257.74600000000;floodplain
"904";3030;3;low natural levee;"2";1;"0";"7";628.67200000000;low natural levee
"905";3031;1;low natural levee (uncertain);"5";1.6;"0.89442719099991574";"8";69.83340000000;low natural levee
"906";3032;2;low natural levee;"3";1;"0";"7";628.67200000000;low natural levee
"907";3033;1;low floodplain;"4";1.5;"0.57735026918962573";"12";958.21900000000;floodplain
"908";3034;1;moderately high natural levee (uncertain);"7";2.28571428571429;"1.7994708216848749";"5";174.49300000000;high natural levee
"909";3035;1;low natural levee (uncertain);"5";2.6;"2.0736441353327724";"8";69.83340000000;low natural levee
"910";3037;3;moderately high natural levee (uncertain);"4";3;"2.1602468994692869";"5";174.49300000000;high natural levee
"911";3039;3;moderately high natural levee;"3";3.66666666666667;"2.0816659994661326";"4";612.23400000000;high natural levee
"912";3043;1;moderately high natural levee;"1";5;#DIV/0!;"4";612.23400000000;high natural levee
"913";3044;5;moderately high natural levee;"2";1.5;"0.70710678118654757";"4";612.23400000000;high natural levee
"914";3045;2;moderately high natural levee (uncertain);"6";2.5;"1.9748417658131499";"5";174.49300000000;high natural levee
"915";3046;1;moderately high natural levee;"5";2.8;"1.7888543819998315";"4";612.23400000000;high natural levee
"916";3051;6;dunes and beach ridges;"1";5;#DIV/0!;"20";192.17200000000;dunes and beaches
"917";3052;2;dunes and beach ridges;;;;"20";192.17200000000;dunes and beaches
"918";3056;2;dunes and beach ridges;"1";3;#DIV/0!;"20";192.17200000000;dunes and beaches
