PlcIndex,ClstRad1,ClstRad2,ClstRad3,ClstRad4,ClstRad5,ClstRad6,ClstRad7,ClstRad8,ClstRad9,ClstRad10,ClstRad11,ClstRad12,ClstRad13,ClstRad14,ClstRad15,ClstRad16,ClstRad17,ClstRad18,ClstRad19,ClstRad20
593,51,17,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
596,NA,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
606,39,18,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
609,NA,17,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
611,52,15,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
613,NA,19,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
619,52,15,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
620,NA,19,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
626,40,20,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
628,40,20,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
629,40,20,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
630,40,20,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
631,40,20,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
636,NA,25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
653,53,25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
654,40,20,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
656,NA,15,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
659,NA,25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
661,NA,25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
665,53,25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
667,53,25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
669,54,26,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
671,54,26,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
672,55,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
673,56,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
674,55,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
676,57,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
677,57,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
678,57,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
682,58,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
692,NA,26,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
695,59,28,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
697,NA,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
699,NA,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
702,60,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
704,NA,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
710,NA,18,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
712,56,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
713,61,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
715,56,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
717,NA,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
719,60,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
722,56,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
724,NA,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
725,NA,20,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
729,40,20,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
730,NA,20,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
731,60,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
732,62,29,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
737,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
743,63,30,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
749,NA,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750,NA,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
751,64,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
755,64,27,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
757,65,31,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
758,NA,31,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
761,NA,31,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
